TimeStamp,Open,High,Low,Close,Volume,DataTime,ema7,ema25,ema50,ema144,ema169,dif,dea,macd,ao
1676930100000,24783.6,24785.2,24768.8,24769.9,723.503,2023-02-21 05:55:00,24787.02902923652,,,,,,,,
1676930400000,24770.0,24784.4,24756.4,24766.1,866.88,2023-02-21 06:00:00,24781.79677192739,,,,,,,,
1676930700000,24766.1,24781.7,24754.5,24781.7,352.614,2023-02-21 06:05:00,24781.772578945544,,,,,,,,
1676931000000,24781.7,24781.7,24771.6,24774.4,252.287,2023-02-21 06:10:00,24779.92943420916,,,,,,,,
1676931300000,24774.5,24778.8,24751.7,24762.2,396.498,2023-02-21 06:15:00,24775.49707565687,,,,,,,,
1676931600000,24762.2,24762.2,24651.2,24748.2,4082.969,2023-02-21 06:20:00,24768.672806742652,,,,,,,,
1676931900000,24748.2,24748.3,24677.5,24695.1,1216.443,2023-02-21 06:25:00,24750.27960505699,24785.967999999997,,,,,,,
1676932200000,24695.2,24740.2,24680.2,24740.1,1093.701,2023-02-21 06:30:00,24747.73470379274,24782.43969230769,,,,,,,
1676932500000,24740.2,24750.8,24698.4,24702.0,819.797,2023-02-21 06:35:00,24736.301027844554,24776.252023668636,,,,,,,
1676932800000,24702.0,24729.6,24701.0,24705.9,512.18,2023-02-21 06:40:00,24728.700770883417,24770.84032954028,,,,,,,
1676933100000,24705.9,24725.0,24699.0,24724.9,469.647,2023-02-21 06:45:00,24727.750578162562,24767.30645803718,,,,,,,
1676933400000,24725.0,24769.8,24724.9,24729.2,1011.63,2023-02-21 06:50:00,24728.112933621924,24764.37519203432,,,,,,,
1676933700000,24729.3,24734.4,24693.4,24704.7,858.692,2023-02-21 06:55:00,24722.259700216444,24759.784792647064,,,,,,,
1676934000000,24704.7,24750.0,24699.1,24734.1,752.881,2023-02-21 07:00:00,24725.21977516233,24757.80903936652,,,,,,,
1676934300000,24734.2,24776.0,24729.1,24764.0,700.65,2023-02-21 07:05:00,24734.91483137175,24758.285267107556,,,,,,,
1676934600000,24764.1,24825.3,24764.0,24825.2,2451.681,2023-02-21 07:10:00,24757.48612352881,24763.43255425313,,,,-10.510640588643582,-19.693290103277427,9.182649514633844,-21.480588235281175
1676934900000,24825.3,24830.0,24777.8,24795.2,783.564,2023-02-21 07:15:00,24766.914592646608,24765.876203925967,,,,-6.468970780057134,-17.04842623863337,10.579455458576234,-7.742352941164427
1676935200000,24795.2,24806.8,24780.0,24791.1,486.062,2023-02-21 07:20:00,24772.960944484956,24767.816495931664,,,,-3.555765422559489,-14.349894075418593,10.794128652859104,9.65529411765965
1676935500000,24791.2,24810.9,24766.3,24795.0,471.328,2023-02-21 07:25:00,24778.47070836372,24769.90753470615,,,,-0.9217069182814157,-11.664256643991157,10.742549725709742,21.952941176481545
1676935800000,24795.0,24806.3,24765.4,24775.0,598.667,2023-02-21 07:30:00,24777.60303127279,24770.299262805678,,,,-0.44292368081733,-9.419990051356391,8.977066370539061,24.964705882364797
1676936100000,24775.0,24787.1,24770.6,24779.4,367.065,2023-02-21 07:35:00,24778.052273454592,24770.999319512935,,,,0.2882361055817455,-7.478344819968764,7.766580925550509,15.64882352942368
1676936400000,24779.5,24789.7,24776.1,24780.2,286.197,2023-02-21 07:40:00,24778.589205090946,24771.70706416579,,,,0.9216150139509409,-5.798352853184823,6.719967867135764,13.925294117660087
1676936700000,24780.1,24804.1,24780.1,24800.6,733.044,2023-02-21 07:45:00,24784.09190381821,24773.9295976915,,,,3.034699742573139,-4.03174233403323,7.066442076606369,16.022352941192366
1676937000000,24800.6,24830.8,24800.5,24813.5,709.677,2023-02-21 07:50:00,24791.443927863656,24776.973474792154,,,,5.68472681208732,-2.0884485048091204,7.77317531689644,19.73705882354625
